Date,Price,High,Low,BTC_Price,SP_Price
2015-04-17,1204.65,1208.1,1197.28,227.5,2081.18
2015-04-20,1196.5,1209.4,1191.54,222.54,2100.4
2015-04-21,1202.68,1204.4,1193.3,224.3,2097.29
2015-04-22,1187.3,1205.2,1185.73,235.74,2107.96
2015-04-23,1194.0,1198.4,1184.05,233.45,2112.93
2015-04-24,1179.38,1196.51,1175.24,235.98,2117.69
2015-04-27,1202.0,1207.46,1178.75,219.52,2108.92
2015-04-28,1212.1,1215.5,1199.3,227.23,2114.76
2015-04-29,1204.8,1213.7,1201.63,225.16,2106.85
2015-04-30,1184.37,1207.52,1177.32,225.48,2085.51
2015-05-01,1178.5,1185.26,1170.6,236.2,2108.29
2015-05-04,1188.25,1193.45,1177.88,239.0,2114.49
2015-05-05,1193.33,1200.1,1185.9,238.34,2089.46
2015-05-06,1191.8,1197.9,1188.3,235.12,2080.15
2015-05-07,1184.8,1193.3,1179.16,228.49,2088.0
2015-05-08,1188.15,1193.61,1182.13,236.87,2116.1
2015-05-11,1184.2,1192.1,1179.5,239.13,2105.33
2015-05-12,1193.5,1197.0,1181.05,241.3,2099.12
2015-05-13,1215.73,1219.3,1191.3,241.03,2098.48
2015-05-14,1221.52,1227.44,1212.05,235.97,2121.1
2015-05-15,1223.85,1226.75,1211.55,237.13,2122.73
2015-05-18,1225.74,1232.7,1221.5,235.97,2129.2
2015-05-19,1207.51,1225.57,1205.56,232.87,2127.83
2015-05-20,1209.28,1213.47,1203.02,231.4,2125.85
2015-05-21,1206.45,1212.95,1201.91,234.43,2130.82
2015-05-22,1206.38,1215.2,1201.7,235.0,2126.06
2015-05-25,1207.17,1208.97,1202.92,239.22,2104.2
2015-05-26,1187.3,1208.0,1186.1,235.59,2104.2
2015-05-27,1188.15,1191.55,1184.51,235.71,2123.48
2015-05-28,1188.45,1192.75,1181.3,235.17,2120.79
2015-05-29,1190.5,1193.81,1187.08,236.46,2107.39
2015-06-01,1189.15,1204.81,1184.6,228.91,2111.73
2015-06-02,1193.38,1196.12,1185.48,223.51,2109.6
2015-06-03,1185.5,1195.81,1180.18,225.18,2114.07
2015-06-04,1176.26,1186.41,1172.76,224.27,2095.84
2015-06-05,1172.0,1179.35,1163.1,222.99,2092.83
2015-06-08,1173.95,1178.1,1169.2,222.7,2079.28
2015-06-09,1176.7,1183.4,1172.75,228.17,2080.15
2015-06-10,1186.48,1192.6,1175.35,228.7,2105.2
2015-06-11,1182.3,1188.21,1176.16,227.8,2108.86
2015-06-12,1180.8,1184.7,1176.93,229.03,2094.11
2015-06-15,1186.4,1190.8,1173.02,232.09,2084.43
2015-06-16,1181.86,1188.11,1176.13,235.92,2096.29
2015-06-17,1185.45,1189.4,1174.48,250.09,2100.44
2015-06-18,1201.42,1206.0,1183.81,247.76,2121.24
2015-06-19,1200.51,1204.75,1198.7,248.4,2109.99
2015-06-22,1185.45,1201.5,1182.65,243.64,2122.85
2015-06-23,1178.44,1188.7,1176.32,246.0,2124.2
2015-06-24,1175.2,1180.3,1171.43,243.74,2108.58
2015-06-25,1173.33,1178.7,1171.52,240.19,2102.31
2015-06-26,1175.07,1179.09,1168.74,241.98,2101.49
2015-06-29,1180.36,1187.32,1173.99,248.62,2057.64
2015-06-30,1172.6,1180.8,1166.75,256.04,2063.11
2015-07-01,1168.8,1175.3,1167.43,262.5,2077.42
2015-07-02,1166.15,1169.11,1157.25,257.62,2076.78
2015-07-03,1167.94,1170.5,1164.96,254.54,2068.76
2015-07-06,1170.15,1175.2,1163.3,271.5,2068.76
2015-07-07,1155.55,1170.65,1148.45,268.51,2081.34
2015-07-08,1158.28,1165.03,1147.18,265.51,2046.68
2015-07-09,1159.65,1167.46,1156.2,270.63,2051.31
2015-07-10,1163.96,1165.5,1157.9,268.92,2076.62
2015-07-13,1158.0,1164.6,1151.18,310.55,2099.6
2015-07-14,1155.53,1159.96,1153.04,292.68,2108.95
2015-07-15,1149.65,1156.96,1143.83,287.55,2107.4
2015-07-16,1145.15,1149.9,1142.6,285.67,2124.29
2015-07-17,1134.1,1146.1,1131.2,277.89,2126.64
2015-07-20,1096.95,1133.35,1088.45,275.47,2128.28
2015-07-21,1101.41,1109.87,1097.05,278.96,2119.21
2015-07-22,1093.45,1103.56,1087.39,276.76,2114.15
2015-07-23,1090.8,1106.0,1087.01,277.68,2102.15
2015-07-24,1099.1,1102.35,1077.75,276.61,2079.65
2015-07-27,1094.42,1105.3,1089.19,293.19,2067.64
2015-07-28,1095.35,1099.0,1091.4,294.29,2093.25
2015-07-29,1096.69,1101.85,1090.21,294.01,2108.57
2015-07-30,1088.99,1099.82,1083.36,289.85,2108.63
2015-07-31,1095.65,1103.38,1079.75,288.01,2103.84
2015-08-03,1086.5,1098.15,1085.92,282.32,2098.04
2015-08-04,1087.45,1095.05,1081.05,280.43,2093.32
2015-08-05,1085.05,1092.16,1082.85,285.0,2099.84
2015-08-06,1089.41,1094.3,1083.6,281.13,2083.56
2015-08-07,1094.2,1099.9,1083.16,277.48,2077.57
2015-08-10,1104.51,1109.2,1089.8,265.05,2104.18
2015-08-11,1109.01,1119.4,1093.65,264.33,2084.07
2015-08-12,1125.3,1125.8,1101.75,271.15,2086.05
2015-08-13,1115.05,1126.71,1113.42,267.73,2083.39
2015-08-14,1114.11,1121.4,1111.81,264.48,2091.54
2015-08-17,1117.66,1123.05,1113.7,256.11,2102.44
2015-08-18,1118.01,1121.6,1109.55,256.47,2096.92
2015-08-19,1134.46,1134.66,1116.35,224.8,2079.61
2015-08-20,1153.16,1154.5,1132.81,226.92,2035.73
2015-08-21,1161.05,1168.8,1148.85,235.54,1970.89
2015-08-24,1155.05,1167.9,1146.75,228.89,1893.21
2015-08-25,1140.65,1157.2,1134.9,209.72,1867.61
2015-08-26,1125.55,1147.0,1117.75,222.38,1940.51
2015-08-27,1125.71,1129.8,1118.15,225.8,1987.66
2015-08-28,1133.96,1141.2,1123.7,225.09,1988.87
2015-08-31,1134.5,1136.8,1125.96,229.0,1972.18
2015-09-01,1140.11,1147.57,1134.51,229.86,1913.85
2015-09-02,1134.05,1143.0,1132.31,227.96,1948.86
2015-09-03,1125.25,1134.5,1121.75,229.18,1951.13
2015-09-04,1123.0,1130.2,1117.15,227.28,1921.22
2015-09-07,1119.47,1124.88,1116.58,240.28,1969.41
2015-09-08,1121.8,1126.8,1118.45,240.19,1969.41
2015-09-09,1106.1,1125.8,1101.51,244.21,1942.04
2015-09-10,1111.55,1115.3,1104.0,238.35,1952.29
2015-09-11,1107.9,1113.4,1098.75,238.66,1961.05
2015-09-14,1108.8,1110.7,1103.4,229.66,1953.03
2015-09-15,1105.4,1109.8,1102.91,229.71,1978.09
2015-09-16,1119.55,1124.7,1103.95,230.03,1995.31
2015-09-17,1131.4,1133.4,1115.4,228.34,1990.2
2015-09-18,1139.4,1141.9,1127.3,232.17,1958.03
2015-09-21,1133.3,1140.1,1130.0,230.16,1966.97
2015-09-22,1124.8,1136.6,1121.18,226.15,1942.74
2015-09-23,1130.4,1134.4,1121.75,230.42,1938.76
2015-09-24,1154.01,1156.7,1130.45,229.42,1932.24
2015-09-25,1146.24,1151.18,1140.84,233.86,1931.34
2015-09-28,1132.05,1148.3,1128.1,232.41,1881.77
2015-09-29,1127.46,1134.9,1124.35,239.14,1884.09
2015-09-30,1115.0,1128.2,1112.0,236.94,1920.03
2015-10-01,1113.55,1119.29,1111.13,236.2,1923.82
2015-10-02,1138.14,1141.9,1104.52,237.15,1951.36
2015-10-05,1135.75,1141.95,1129.73,238.6,1987.05
2015-10-06,1147.11,1151.61,1135.11,240.84,1979.92
2015-10-07,1145.4,1153.7,1141.96,246.57,1995.83
2015-10-08,1138.96,1151.6,1136.9,243.2,2013.43
2015-10-09,1157.53,1160.2,1138.8,242.9,2014.89
2015-10-12,1164.0,1169.4,1154.9,248.05,2017.46
2015-10-13,1168.8,1169.0,1151.56,245.81,2003.69
2015-10-14,1185.19,1190.38,1164.05,249.73,1994.24
2015-10-15,1183.11,1191.04,1176.37,252.47,2023.86
2015-10-16,1177.2,1184.5,1174.25,254.49,2033.11
2015-10-19,1170.45,1177.9,1168.25,261.05,2033.66
2015-10-20,1176.11,1180.7,1167.15,263.66,2030.77
2015-10-21,1167.1,1179.6,1163.9,270.64,2018.94
2015-10-22,1166.05,1172.2,1162.9,267.89,2052.51
2015-10-23,1164.26,1179.8,1159.16,275.21,2075.15
2015-10-26,1163.2,1169.6,1162.3,283.96,2071.18
2015-10-27,1166.95,1168.9,1160.91,286.9,2065.89
2015-10-28,1156.1,1182.9,1152.4,295.54,2090.35
2015-10-29,1145.91,1162.76,1144.6,305.67,2089.41
2015-10-30,1142.38,1150.47,1139.48,314.82,2079.36
2015-11-02,1133.75,1143.01,1132.75,325.78,2104.05
2015-11-03,1117.6,1138.3,1114.48,361.26,2109.79
2015-11-04,1107.44,1122.85,1106.38,404.06,2102.31
2015-11-05,1103.95,1111.61,1102.75,408.0,2099.93
2015-11-06,1088.64,1110.68,1085.29,385.5,2099.2
2015-11-09,1092.1,1095.88,1088.34,372.65,2078.58
2015-11-10,1089.91,1094.9,1085.45,377.9,2081.72
2015-11-11,1086.14,1093.69,1084.04,336.8,2075.0
2015-11-12,1085.05,1089.6,1074.66,309.91,2045.97
2015-11-13,1083.64,1088.29,1080.04,337.17,2023.04
2015-11-16,1082.85,1098.29,1081.32,319.28,2053.19
2015-11-17,1070.37,1084.82,1065.59,330.83,2050.44
2015-11-18,1071.14,1073.18,1065.34,336.08,2083.58
2015-11-19,1082.4,1086.5,1069.75,335.65,2081.24
2015-11-20,1078.1,1087.8,1075.68,326.02,2089.17
2015-11-23,1069.34,1077.01,1067.0,324.2,2086.59
2015-11-24,1075.49,1080.89,1068.99,323.48,2089.14
2015-11-25,1071.39,1080.85,1067.75,319.7,2088.87
2015-11-26,1072.25,1075.46,1070.35,328.9,2090.11
2015-11-27,1058.81,1073.9,1052.86,353.21,2090.11
2015-11-30,1064.42,1068.9,1053.1,371.48,2080.41
2015-12-01,1069.49,1074.72,1063.38,376.71,2102.63
2015-12-02,1053.69,1071.55,1050.63,363.06,2079.51
2015-12-03,1062.57,1065.8,1046.25,358.89,2049.62
2015-12-04,1086.99,1089.09,1058.14,361.42,2091.69
2015-12-07,1070.39,1087.0,1070.06,388.24,2077.07
2015-12-08,1074.69,1078.85,1067.63,395.57,2063.59
2015-12-09,1073.21,1085.6,1069.59,417.89,2047.62
2015-12-10,1071.54,1076.46,1069.7,416.98,2052.23
2015-12-11,1074.89,1079.98,1062.38,415.57,2012.37
2015-12-14,1062.9,1077.7,1062.77,433.07,2021.94
2015-12-15,1060.74,1068.89,1059.59,443.36,2043.41
2015-12-16,1072.94,1078.59,1060.64,464.53,2073.07
2015-12-17,1051.74,1073.09,1047.64,455.87,2041.89
2015-12-18,1066.19,1070.79,1051.05,456.17,2005.55
2015-12-21,1078.44,1081.88,1063.88,442.54,2021.15
2015-12-22,1072.36,1081.0,1071.85,438.07,2038.97
2015-12-23,1070.35,1075.75,1068.25,435.48,2064.29
2015-12-24,1075.88,1077.85,1070.05,442.56,2060.99
2015-12-25,1075.88,1075.88,1075.88,455.0,2056.5
2015-12-28,1069.05,1077.15,1066.3,421.76,2056.5
2015-12-29,1068.99,1075.79,1067.29,421.46,2078.36
2015-12-30,1061.45,1072.85,1059.55,431.82,2063.36
2015-12-31,1061.3,1063.68,1058.38,425.84,2043.94
2016-01-01,1060.74,1061.41,1060.74,430.89,2012.66
2016-01-04,1074.7,1083.7,1061.9,431.04,2012.66
2016-01-05,1077.66,1082.3,1072.7,434.17,2016.71
2016-01-06,1094.45,1095.45,1074.7,432.43,1990.26
2016-01-07,1109.25,1110.2,1091.09,429.56,1943.09
2016-01-08,1104.24,1112.4,1093.93,457.0,1922.03
2016-01-11,1094.26,1108.51,1093.91,448.79,1923.67
2016-01-12,1087.05,1099.54,1083.61,448.0,1938.68
2016-01-13,1093.49,1095.68,1079.64,434.85,1890.28
2016-01-14,1078.0,1095.36,1071.4,432.64,1921.84
2016-01-15,1089.1,1097.59,1076.18,429.55,1880.33
2016-01-18,1088.9,1093.26,1087.25,380.16,1881.33
2016-01-19,1087.12,1094.7,1082.95,385.49,1881.33
2016-01-20,1101.02,1109.6,1086.73,376.76,1859.33
2016-01-21,1101.6,1104.98,1092.54,416.32,1868.99
2016-01-22,1098.3,1102.98,1093.98,409.59,1906.9
2016-01-25,1108.05,1109.05,1097.35,402.16,1877.08
2016-01-26,1120.57,1123.3,1107.17,390.9,1903.63
2016-01-27,1125.59,1128.2,1114.9,391.77,1882.95
2016-01-28,1115.14,1126.01,1111.96,394.95,1893.36
2016-01-29,1118.04,1118.5,1108.9,379.75,1940.24
2016-02-01,1128.85,1130.09,1116.24,368.49,1939.38
2016-02-02,1129.12,1130.7,1122.44,371.81,1903.03
2016-02-03,1142.93,1146.0,1124.35,373.05,1912.53
2016-02-04,1155.74,1157.59,1139.43,368.38,1915.45
2016-02-05,1173.69,1174.9,1145.36,387.82,1880.05
2016-02-08,1191.14,1200.98,1164.09,375.0,1853.44
2016-02-09,1188.85,1199.29,1185.48,370.91,1852.21
2016-02-10,1197.49,1197.74,1181.29,373.2,1851.86
2016-02-11,1246.89,1260.98,1196.21,379.66,1829.08
2016-02-12,1238.05,1249.05,1232.23,377.98,1864.78
2016-02-15,1209.95,1234.82,1202.3,405.0,1895.58
2016-02-16,1200.35,1217.18,1190.79,399.28,1895.58
2016-02-17,1209.14,1213.88,1195.79,407.51,1926.82
2016-02-18,1232.35,1239.9,1200.75,415.54,1917.83
2016-02-19,1228.19,1234.79,1219.79,421.18,1917.78
2016-02-22,1208.74,1226.35,1202.02,438.5,1945.5
2016-02-23,1227.46,1227.56,1207.2,438.27,1921.27
2016-02-24,1229.35,1253.3,1221.93,419.1,1929.8
2016-02-25,1234.64,1243.09,1221.18,423.78,1951.7
2016-02-26,1222.6,1240.05,1211.59,423.51,1948.05
2016-02-29,1238.14,1241.29,1217.98,431.68,1932.23
2016-03-01,1232.26,1249.0,1227.44,435.23,1978.35
2016-03-02,1240.3,1244.29,1224.48,432.5,1986.45
2016-03-03,1263.69,1267.44,1237.34,423.45,1993.4
2016-03-04,1259.44,1279.98,1250.29,420.29,1999.99
2016-03-07,1267.39,1273.29,1256.68,406.23,2001.76
2016-03-08,1261.1,1278.19,1260.04,414.01,1979.26
2016-03-09,1252.94,1264.99,1243.87,411.75,1989.26
2016-03-10,1271.44,1273.79,1237.44,413.0,1989.57
2016-03-11,1248.44,1282.89,1248.44,416.0,2022.19
2016-03-14,1235.28,1261.09,1229.28,413.04,2019.64
2016-03-15,1232.38,1237.58,1226.08,414.99,2015.93
2016-03-16,1263.08,1264.38,1227.24,415.85,2027.22
2016-03-17,1257.9,1271.65,1254.65,416.57,2040.59
2016-03-18,1255.3,1267.22,1248.3,418.49,2049.58
2016-03-21,1243.74,1256.12,1240.76,411.28,2051.6
2016-03-22,1248.38,1259.97,1242.47,411.67,2049.8
2016-03-23,1220.17,1249.47,1215.47,416.64,2036.71
2016-03-24,1216.99,1224.4,1213.01,417.62,2035.94
2016-03-25,1216.47,1216.47,1216.47,415.17,2037.05
2016-03-28,1221.05,1222.96,1208.55,424.77,2037.05
2016-03-29,1242.55,1243.65,1215.65,422.87,2055.01
2016-03-30,1224.85,1243.3,1223.33,415.95,2063.95
2016-03-31,1232.7,1240.05,1224.81,413.74,2059.74
2016-04-01,1222.49,1235.36,1208.84,414.66,2072.78
2016-04-04,1215.4,1223.35,1214.7,419.11,2066.13
2016-04-05,1231.14,1237.05,1214.9,418.75,2045.17
2016-04-06,1222.35,1232.41,1217.2,422.71,2066.66
2016-04-07,1240.69,1243.9,1222.7,421.03,2041.91
2016-04-08,1240.39,1243.18,1229.62,420.0,2047.6
2016-04-11,1257.95,1259.1,1239.79,420.04,2041.99
2016-04-12,1255.94,1262.98,1251.29,422.69,2061.72
2016-04-13,1243.14,1257.18,1240.24,425.54,2082.42
2016-04-14,1227.39,1244.38,1223.79,423.93,2082.78
2016-04-15,1234.05,1236.29,1225.29,424.86,2080.73
2016-04-18,1231.55,1242.0,1230.16,427.42,2094.34
2016-04-19,1250.5,1257.2,1227.7,428.14,2100.8
2016-04-20,1244.05,1258.75,1242.6,435.63,2102.4
2016-04-21,1248.85,1270.48,1242.88,442.13,2091.48
2016-04-22,1232.3,1252.98,1227.35,451.0,2091.58
2016-04-25,1237.9,1242.3,1230.1,460.02,2087.79
2016-04-26,1243.44,1245.15,1231.95,462.33,2091.7
2016-04-27,1246.1,1251.3,1240.66,467.42,2095.15
2016-04-28,1266.48,1270.1,1238.05,445.38,2075.81
2016-04-29,1293.74,1296.49,1265.14,449.14,2065.3
2016-05-02,1291.6,1303.98,1287.48,453.0,2081.43
2016-05-03,1286.0,1302.4,1282.46,444.06,2063.37
2016-05-04,1279.49,1289.68,1271.64,450.61,2051.12
2016-05-05,1278.05,1286.38,1269.24,446.63,2050.63
2016-05-06,1288.7,1296.1,1274.4,448.5,2057.14
2016-05-09,1263.85,1287.98,1261.09,458.21,2058.69
2016-05-10,1266.4,1269.5,1257.65,460.82,2084.39
2016-05-11,1277.69,1279.18,1264.79,451.62,2064.46
2016-05-12,1263.49,1280.99,1263.49,452.91,2064.11
2016-05-13,1273.6,1276.6,1263.51,455.2,2046.61
2016-05-16,1273.86,1288.6,1271.33,457.56,2066.66
2016-05-17,1280.0,1282.5,1269.5,454.0,2047.21
2016-05-18,1258.3,1281.51,1255.05,453.08,2047.63
2016-05-19,1255.1,1261.92,1245.0,452.92,2040.04
2016-05-20,1252.3,1259.98,1248.7,436.3,2052.32
2016-05-23,1249.24,1256.36,1243.39,438.8,2048.04
2016-05-24,1227.0,1251.26,1226.53,442.99,2076.06
2016-05-25,1224.18,1230.21,1217.65,443.97,2090.54
2016-05-26,1220.15,1234.01,1218.55,448.7,2090.1
2016-05-27,1212.4,1223.7,1206.7,452.07,2099.06
2016-05-30,1205.58,1213.83,1199.97,517.84,2096.96
2016-05-31,1215.24,1218.86,1206.2,527.64,2096.96
2016-06-01,1213.35,1221.25,1206.5,531.84,2099.33
2016-06-02,1210.95,1218.05,1209.99,536.95,2105.26
2016-06-03,1244.49,1244.91,1207.01,538.0,2099.13
2016-06-06,1245.24,1248.79,1239.93,573.91,2109.41
2016-06-07,1243.85,1246.66,1234.9,584.5,2112.13
2016-06-08,1262.14,1264.19,1243.09,577.54,2119.12
2016-06-09,1269.15,1272.06,1257.56,583.03,2115.48
2016-06-10,1274.2,1278.1,1264.47,575.01,2096.07
2016-06-13,1284.05,1287.4,1272.7,672.13,2079.06
2016-06-14,1285.85,1290.18,1276.38,704.49,2075.32
2016-06-15,1291.49,1297.09,1278.43,685.25,2071.5
2016-06-16,1279.14,1316.11,1278.77,695.0,2077.99
2016-06-17,1298.6,1299.88,1277.19,766.62,2071.22
2016-06-20,1290.15,1292.36,1277.74,761.44,2083.25
2016-06-21,1268.44,1294.38,1264.48,730.85,2088.9
2016-06-22,1266.31,1271.0,1261.41,667.54,2085.45
2016-06-23,1255.65,1271.65,1255.46,601.3,2113.32
2016-06-24,1315.98,1358.7,1251.66,624.91,2037.41
2016-06-27,1324.8,1335.7,1317.85,630.16,2000.54
2016-06-28,1312.51,1326.39,1305.62,657.5,2036.09
2016-06-29,1318.89,1328.23,1311.29,646.08,2070.77
2016-06-30,1322.18,1324.11,1312.95,634.11,2098.86
2016-07-01,1342.3,1344.6,1320.88,667.95,2102.95
2016-07-04,1350.78,1357.97,1338.34,658.27,2088.55
2016-07-05,1356.14,1357.71,1338.43,680.35,2088.55
2016-07-06,1363.89,1375.3,1356.23,668.94,2099.73
2016-07-07,1360.6,1370.26,1350.8,674.7,2097.9
2016-07-08,1366.8,1369.09,1336.08,638.19,2129.9
2016-07-11,1355.25,1375.11,1351.2,648.76,2137.16
2016-07-12,1331.65,1358.2,1330.15,649.32,2152.14
2016-07-13,1342.85,1345.6,1327.7,663.52,2152.43
2016-07-14,1335.1,1347.1,1320.22,655.06,2163.75
2016-07-15,1337.85,1338.9,1322.55,659.1,2161.74
2016-07-18,1328.79,1335.7,1323.84,679.54,2166.89
2016-07-19,1332.13,1335.29,1325.61,672.1,2163.78
2016-07-20,1315.95,1336.34,1312.49,673.48,2173.02
2016-07-21,1331.09,1334.38,1310.95,667.03,2165.17
2016-07-22,1322.38,1334.22,1319.58,663.99,2175.03
2016-07-25,1315.56,1324.12,1312.43,661.47,2168.48
2016-07-26,1320.32,1325.08,1313.83,654.96,2169.18
2016-07-27,1339.86,1342.62,1315.74,651.24,2166.58
2016-07-28,1335.79,1345.53,1332.23,653.48,2170.06
2016-07-29,1350.91,1355.42,1330.0,653.07,2173.6
2016-08-01,1353.21,1355.22,1346.24,623.83,2170.84
2016-08-02,1363.68,1367.81,1347.06,606.35,2157.03
2016-08-03,1357.9,1366.85,1354.16,540.0,2163.79
2016-08-04,1361.2,1365.45,1348.9,563.42,2164.25
2016-08-05,1335.8,1365.51,1334.87,576.13,2182.87
2016-08-08,1335.38,1338.53,1329.84,592.47,2180.89
2016-08-09,1340.75,1343.24,1330.47,591.88,2181.74
2016-08-10,1346.67,1357.57,1340.3,582.75,2175.49
2016-08-11,1338.87,1353.78,1335.93,590.27,2185.79
2016-08-12,1336.19,1356.28,1333.98,585.22,2184.05
2016-08-15,1339.36,1344.21,1335.95,568.76,2190.15
2016-08-16,1346.08,1358.38,1339.47,565.55,2178.15
2016-08-17,1348.66,1352.07,1337.7,574.99,2182.22
2016-08-18,1352.34,1356.6,1345.84,570.91,2187.02
2016-08-19,1341.78,1353.44,1337.93,571.49,2183.87
2016-08-22,1339.02,1341.65,1332.1,577.55,2182.64
2016-08-23,1338.1,1345.45,1335.65,582.78,2186.9
2016-08-24,1323.75,1340.52,1323.7,580.23,2175.44
2016-08-25,1321.7,1327.5,1317.96,577.58,2172.47
2016-08-26,1321.33,1341.54,1318.89,575.71,2169.04
2016-08-29,1323.41,1325.43,1315.1,573.2,2180.38
2016-08-30,1311.15,1325.7,1309.15,571.5,2176.12
2016-08-31,1308.95,1316.54,1305.41,575.91,2170.95
2016-09-01,1313.79,1315.38,1302.23,570.75,2170.86
2016-09-02,1325.01,1329.09,1309.51,571.05,2179.98
2016-09-05,1327.08,1329.32,1322.31,603.72,2186.48
2016-09-06,1349.88,1352.16,1324.77,603.48,2186.48
2016-09-07,1345.24,1353.01,1342.74,608.16,2186.16
2016-09-08,1338.35,1349.78,1335.54,615.16,2181.3
2016-09-09,1328.15,1340.03,1327.7,625.67,2127.81
2016-09-12,1327.63,1330.68,1320.79,606.32,2159.04
2016-09-13,1319.05,1332.64,1315.72,608.04,2127.02
2016-09-14,1322.97,1326.26,1316.13,607.46,2125.77
2016-09-15,1314.25,1327.53,1309.7,608.5,2147.26
2016-09-16,1310.43,1318.43,1306.62,606.71,2139.16
2016-09-19,1313.39,1318.32,1309.27,608.0,2139.12
2016-09-20,1315.1,1318.5,1312.31,608.72,2139.76
2016-09-21,1336.85,1337.22,1308.6,600.94,2163.12
2016-09-22,1337.3,1344.27,1331.56,595.46,2177.18
2016-09-23,1337.61,1341.06,1333.59,595.41,2164.69
2016-09-26,1337.97,1342.46,1332.56,598.98,2146.1
2016-09-27,1327.36,1339.78,1324.81,606.47,2159.93
2016-09-28,1321.41,1327.74,1317.89,604.26,2171.37
2016-09-29,1320.27,1326.02,1315.89,603.95,2151.13
2016-09-30,1315.96,1328.23,1312.83,605.6,2168.27
2016-10-03,1311.96,1320.11,1309.58,608.6,2161.2
2016-10-04,1268.3,1313.52,1266.81,611.16,2150.49
2016-10-05,1266.7,1277.51,1262.12,607.19,2159.73
2016-10-06,1254.74,1269.94,1250.2,608.49,2160.77
2016-10-07,1256.97,1265.74,1241.68,610.25,2153.74
2016-10-10,1259.74,1265.35,1256.59,613.06,2163.66
2016-10-11,1253.25,1262.66,1252.6,616.0,2136.73
2016-10-12,1255.33,1259.26,1250.31,639.0,2139.18
2016-10-13,1258.12,1262.41,1253.53,634.5,2132.55
2016-10-14,1250.55,1259.65,1247.51,634.02,2132.98
2016-10-17,1255.7,1257.67,1250.25,638.97,2126.5
2016-10-18,1262.84,1265.38,1254.9,636.91,2139.6
2016-10-19,1269.4,1273.84,1260.24,635.95,2144.29
2016-10-20,1266.0,1274.02,1264.55,627.98,2141.34
2016-10-21,1266.75,1268.43,1261.2,628.89,2141.16
2016-10-24,1264.44,1272.25,1260.75,648.74,2151.33
2016-10-25,1274.35,1277.17,1262.4,648.6,2143.16
2016-10-26,1266.99,1276.89,1264.58,651.97,2139.43
2016-10-27,1268.3,1273.17,1265.4,675.11,2133.04
2016-10-28,1276.3,1284.53,1262.42,684.71,2126.41
2016-10-31,1277.38,1279.64,1270.89,697.23,2126.15
2016-11-01,1288.15,1292.21,1275.55,697.01,2111.72
2016-11-02,1297.39,1308.26,1287.5,726.6,2097.94
2016-11-03,1303.75,1306.9,1285.51,742.0,2088.66
2016-11-04,1304.25,1307.11,1294.65,685.22,2085.18
2016-11-07,1281.41,1295.9,1277.8,709.93,2131.52
2016-11-08,1275.64,1290.84,1273.04,702.86,2139.56
2016-11-09,1278.0,1337.6,1269.38,709.31,2163.26
2016-11-10,1259.76,1292.22,1252.28,721.5,2167.48
2016-11-11,1225.68,1265.5,1219.5,714.47,2164.45
2016-11-14,1220.26,1231.56,1211.47,700.38,2164.2
2016-11-15,1228.08,1231.54,1219.06,703.82,2180.39
2016-11-16,1225.3,1233.47,1221.6,711.06,2176.94
2016-11-17,1216.39,1231.8,1211.12,739.71,2187.12
2016-11-18,1208.69,1218.13,1203.9,735.24,2181.9
2016-11-21,1214.05,1218.02,1205.74,727.09,2198.18
2016-11-22,1212.24,1221.45,1206.24,736.76,2202.94
2016-11-23,1187.77,1215.05,1181.57,749.22,2204.72
2016-11-24,1184.0,1191.34,1181.79,740.18,2213.35
2016-11-25,1183.63,1193.96,1171.96,735.63,2213.35
2016-11-28,1193.44,1197.6,1182.96,727.32,2201.72
2016-11-29,1188.46,1195.06,1180.97,729.54,2204.66
2016-11-30,1173.11,1195.36,1170.75,730.76,2198.81
2016-12-01,1171.3,1177.07,1160.77,742.06,2191.08
2016-12-02,1176.92,1178.03,1166.2,751.54,2191.95
2016-12-05,1170.26,1187.79,1157.08,762.0,2204.71
2016-12-06,1169.74,1175.4,1166.53,750.24,2212.23
2016-12-07,1174.0,1180.3,1165.35,758.98,2241.35
2016-12-08,1170.55,1178.62,1168.88,763.99,2246.19
2016-12-09,1157.87,1172.22,1156.17,766.84,2259.53
2016-12-12,1162.21,1165.85,1151.43,768.97,2256.96
2016-12-13,1158.35,1165.16,1154.71,776.9,2271.72
2016-12-14,1144.25,1165.1,1139.47,775.35,2253.28
2016-12-15,1128.43,1144.5,1122.44,777.09,2262.03
2016-12-16,1134.09,1141.28,1126.46,775.89,2258.07
2016-12-19,1139.05,1142.7,1134.14,788.67,2262.53
2016-12-20,1132.2,1140.08,1125.63,791.0,2270.76
2016-12-21,1131.8,1137.5,1129.29,798.65,2265.18
2016-12-22,1128.69,1134.17,1127.43,832.75,2260.96
2016-12-23,1133.49,1136.12,1128.18,859.96,2263.79
2016-12-26,1133.94,1133.94,1133.94,890.67,2268.88
2016-12-27,1139.35,1149.48,1131.85,897.1,2268.88
2016-12-28,1142.45,1144.84,1136.54,930.34,2249.92
2016-12-29,1158.32,1159.58,1140.81,976.47,2249.26
2016-12-30,1151.85,1163.53,1149.49,969.58,2238.83
2017-01-02,1150.52,1152.66,1149.66,997.75,2257.83
2017-01-03,1158.91,1163.61,1145.77,1012.54,2257.83
2017-01-04,1163.8,1168.23,1156.35,1035.24,2270.75
2017-01-05,1180.48,1184.99,1162.38,1114.92,2269.0
